:START_ID(Coach-ID),:END_ID(Country-ID),:TYPE
1972423,AZE,REPRESENTS
1972426,AZE,REPRESENTS
1972427,AZE,REPRESENTS
1972461,NED,REPRESENTS
1972652,RSA,REPRESENTS
1972655,RSA,REPRESENTS
1972933,DOM,REPRESENTS
1972934,CIV,REPRESENTS
1972992,DOM,REPRESENTS
1973058,DOM,REPRESENTS
1973138,CAN,REPRESENTS
1973147,CAN,REPRESENTS
1973162,CAN,REPRESENTS
1973180,CAN,REPRESENTS
1973374,GBR,REPRESENTS
1973377,SSD,REPRESENTS
1973378,GBR,REPRESENTS
1973524,NED,REPRESENTS
1973525,NED,REPRESENTS
1973532,NED,REPRESENTS
1973576,SSD,REPRESENTS
1973651,SSD,REPRESENTS
1973693,NGR,REPRESENTS
1974021,CAN,REPRESENTS
1974022,CAN,REPRESENTS
1974025,CAN,REPRESENTS
1974026,CAN,REPRESENTS
1974386,BUR,REPRESENTS
1974755,CAN,REPRESENTS
1974756,CAN,REPRESENTS
1974757,CAN,REPRESENTS
1974760,CAN,REPRESENTS
1974766,CAN,REPRESENTS
1974769,CAN,REPRESENTS
1974771,CAN,REPRESENTS
1974772,CAN,REPRESENTS
1974773,CAN,REPRESENTS
1975398,SSD,REPRESENTS
1975920,PHI,REPRESENTS
1975923,ISR,REPRESENTS
1975934,PHI,REPRESENTS
1977071,IRL,REPRESENTS
1977388,NGR,REPRESENTS
1977689,GUI,REPRESENTS
1978161,SUI,REPRESENTS
1978215,SUI,REPRESENTS
1978259,SUI,REPRESENTS
1978688,EGY,REPRESENTS
1980774,PRK,REPRESENTS
1980904,SLO,REPRESENTS
1980943,SLO,REPRESENTS
1980962,SLO,REPRESENTS
1980979,SLO,REPRESENTS
1980981,SLO,REPRESENTS
1980987,SLO,REPRESENTS
1980990,SLO,REPRESENTS
1981325,SLO,REPRESENTS
1981356,SLO,REPRESENTS
1981649,SLO,REPRESENTS
1981689,SLO,REPRESENTS
1981697,SLO,REPRESENTS
1986732,NGR,REPRESENTS
2041085,IRL,REPRESENTS
2476695,RSA,REPRESENTS
3057892,BUL,REPRESENTS
3430822,BRA,REPRESENTS
3496078,PHI,REPRESENTS
3520243,EOR,REPRESENTS
3528052,NGR,REPRESENTS
3538853,IRL,REPRESENTS
3539442,IRL,REPRESENTS
3544158,UKR,REPRESENTS
3545804,SSD,REPRESENTS
3546458,GUI,REPRESENTS
3546645,FIJ,REPRESENTS
3561918,IRQ,REPRESENTS
4043244,SAM,REPRESENTS
4043245,SAM,REPRESENTS
4043246,SAM,REPRESENTS
4044836,ALG,REPRESENTS
4119109,EGY,REPRESENTS
4645809,SYR,REPRESENTS
4646497,SLO,REPRESENTS
4649776,MLI,REPRESENTS
4653058,HAI,REPRESENTS
4653997,MLI,REPRESENTS
4658462,EGY,REPRESENTS
4847471,BUR,REPRESENTS
4968759,PHI,REPRESENTS
4968917,GUI,REPRESENTS
4976780,SYR,REPRESENTS
5016082,GBS,REPRESENTS
9230002,BRA,REPRESENTS
9230003,BRA,REPRESENTS
9230006,ESP,REPRESENTS
9230010,NED,REPRESENTS
9230012,ARG,REPRESENTS
9230013,ARG,REPRESENTS
9230017,ESP,REPRESENTS
9230018,ESP,REPRESENTS
9230020,NOR,REPRESENTS
9390001,BUR,REPRESENTS
9430008,ITA,REPRESENTS
9450042,GRE,REPRESENTS
