:START_ID(Athlete-ID),:END_ID(Event-ID),medal_type,medal_date,:TYPE
1924275,FENWTEAMFOIL,Silver Medal,2024-08-01,WON_MEDAL
1924276,FENWTEAMFOIL,Silver Medal,2024-08-01,WON_MEDAL
1924277,FENWTEAMFOIL,Silver Medal,2024-08-01,WON_MEDAL
1924279,FENWTEAMFOIL,Silver Medal,2024-08-01,WON_MEDAL
1924287,FENMTEAMFOIL,Silver Medal,2024-08-04,WON_MEDAL
1924289,FENMFOIL,Silver Medal,2024-07-29,WON_MEDAL
1924289,FENMTEAMFOIL,Silver Medal,2024-08-04,WON_MEDAL
1924290,FENMTEAMFOIL,Silver Medal,2024-08-04,WON_MEDAL
1924291,FENMTEAMFOIL,Silver Medal,2024-08-04,WON_MEDAL
1924383,ATHW4X400M,Bronze Medal,2024-08-10,WON_MEDAL
1924383,ATHX4X400M,Bronze Medal,2024-08-03,WON_MEDAL
1924384,ATHW4X100M,Silver Medal,2024-08-09,WON_MEDAL
1924402,ATHM4X400M,Bronze Medal,2024-08-10,WON_MEDAL
1924406,ATHM4X400M,Bronze Medal,2024-08-10,WON_MEDAL
1924406,ATHX4X400M,Bronze Medal,2024-08-03,WON_MEDAL
1924409,ATHM4X400M,Bronze Medal,2024-08-10,WON_MEDAL
1924426,ATHM4X400M,Bronze Medal,2024-08-10,WON_MEDAL
1924426,ATHX4X400M,Bronze Medal,2024-08-03,WON_MEDAL
1924429,ATHW800M,Gold Medal,2024-08-05,WON_MEDAL
1924430,ATHM400M,Silver Medal,2024-08-07,WON_MEDAL
1924430,ATHM4X400M,Bronze Medal,2024-08-10,WON_MEDAL
1924431,ATHM4X100M,Bronze Medal,2024-08-09,WON_MEDAL
1924432,ATHW4X100M,Silver Medal,2024-08-09,WON_MEDAL
1924437,ATHW4X400M,Bronze Medal,2024-08-10,WON_MEDAL
1924439,ATHM4X100M,Bronze Medal,2024-08-09,WON_MEDAL
1924440,ATHM1500M,Silver Medal,2024-08-06,WON_MEDAL
1924442,ATHM4X100M,Bronze Medal,2024-08-09,WON_MEDAL
1924446,ATHW4X100M,Silver Medal,2024-08-09,WON_MEDAL
1924457,ATHM4X100M,Bronze Medal,2024-08-09,WON_MEDAL
1924460,ATHW4X100M,Silver Medal,2024-08-09,WON_MEDAL
1924463,ATHW4X400M,Bronze Medal,2024-08-10,WON_MEDAL
1924464,ATHW4X400M,Bronze Medal,2024-08-10,WON_MEDAL
1924464,ATHX4X400M,Bronze Medal,2024-08-03,WON_MEDAL
1924470,ATHW4X400M,Bronze Medal,2024-08-10,WON_MEDAL
1924506,ATHW4X400M,Bronze Medal,2024-08-10,WON_MEDAL
1924506,ATHX4X400M,Bronze Medal,2024-08-03,WON_MEDAL
1924507,ATHW4X100M,Silver Medal,2024-08-09,WON_MEDAL
1924509,ATHW4X400M,Bronze Medal,2024-08-10,WON_MEDAL
1924509,ATHX4X400M,Bronze Medal,2024-08-03,WON_MEDAL
1924559,BKGWINDIVID,Silver Medal,2024-08-09,WON_MEDAL
1924585,FENWTEAMEPEE,Gold Medal,2024-07-30,WON_MEDAL
1924586,FENWTEAMEPEE,Gold Medal,2024-07-30,WON_MEDAL
1924587,FENWTEAMEPEE,Gold Medal,2024-07-30,WON_MEDAL
1924588,FENWTEAMEPEE,Gold Medal,2024-07-30,WON_MEDAL
1924595,FENMSABRE,Bronze Medal,2024-07-27,WON_MEDAL
1925125,SWMW100MFR,Bronze Medal,2024-07-31,WON_MEDAL
1925125,SWMW200MFR,Bronze Medal,2024-07-29,WON_MEDAL
1925349,JUDW78KG,Gold Medal,2024-08-01,WON_MEDAL
1925630,SWMM1500MFR,Silver Medal,2024-08-04,WON_MEDAL
1925630,SWMM800MFR,Bronze Medal,2024-07-30,WON_MEDAL
1925633,SWMM100MBR,Gold Medal,2024-07-28,WON_MEDAL
1925634,SWMM4X100MFR,Bronze Medal,2024-07-27,WON_MEDAL
1925635,SWMM100MBA,Gold Medal,2024-07-29,WON_MEDAL
1925635,SWMM4X100MFR,Bronze Medal,2024-07-27,WON_MEDAL
1925636,SWMM4X100MFR,Bronze Medal,2024-07-27,WON_MEDAL
1925669,SWMM4X100MFR,Bronze Medal,2024-07-27,WON_MEDAL
1925675,SWMM4X100MFR,Bronze Medal,2024-07-27,WON_MEDAL
1925681,SWMM4X100MFR,Bronze Medal,2024-07-27,WON_MEDAL
1925804,OWSW10KM,Bronze Medal,2024-08-08,WON_MEDAL
1926102,ATHW3000MST,Gold Medal,2024-08-06,WON_MEDAL
1926294,BDMMSINGLES,Silver Medal,2024-08-05,WON_MEDAL
1926315,BDMWSINGLES,Bronze Medal,2024-08-04,WON_MEDAL
1926549,TRIMOLYMPIC,Silver Medal,2024-07-31,WON_MEDAL
1926592,RU7WTEAM7,Gold Medal,2024-07-30,WON_MEDAL
1926593,RU7WTEAM7,Gold Medal,2024-07-30,WON_MEDAL
1926596,RU7WTEAM7,Gold Medal,2024-07-30,WON_MEDAL
1926629,RU7WTEAM7,Gold Medal,2024-07-30,WON_MEDAL
1926632,RU7WTEAM7,Gold Medal,2024-07-30,WON_MEDAL
1926634,RU7WTEAM7,Gold Medal,2024-07-30,WON_MEDAL
1926635,RU7WTEAM7,Gold Medal,2024-07-30,WON_MEDAL
1926644,RU7WTEAM7,Gold Medal,2024-07-30,WON_MEDAL
1926646,RU7WTEAM7,Gold Medal,2024-07-30,WON_MEDAL
1926647,RU7WTEAM7,Gold Medal,2024-07-30,WON_MEDAL
1926667,RU7WTEAM7,Gold Medal,2024-07-30,WON_MEDAL
1926676,RU7WTEAM7,Gold Medal,2024-07-30,WON_MEDAL
1926695,ATHWSHOTPUT,Silver Medal,2024-08-09,WON_MEDAL
1926713,ATHMHIGHJUMP,Gold Medal,2024-08-10,WON_MEDAL
1926826,BOXW75KG,Gold Medal,2024-08-10,WON_MEDAL
1926827,BOXW66KG,Silver Medal,2024-08-09,WON_MEDAL
1926828,BOXW60KG,Silver Medal,2024-08-06,WON_MEDAL
1926832,BOXW54KG,Gold Medal,2024-08-08,WON_MEDAL
1926833,BOXW50KG,Gold Medal,2024-08-09,WON_MEDAL
1926893,HOCWTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1926894,HOCWTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1926895,HOCWTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1926896,HOCWTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1926898,HOCWTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1926901,HOCWTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1926908,HOCWTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1926909,HOCWTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1926910,HOCWTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1926912,HOCWTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1926914,HOCWTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1926915,HOCWTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1926916,HOCWTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1926920,HOCWTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1926922,HOCWTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1926923,HOCWTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1926926,HOCWTEAM11,Silver Medal,2024-08-09,WON_MEDAL
1926991,ROWMNOCOX4,Silver Medal,2024-08-01,WON_MEDAL
1926998,ROWWNOCOX4,Bronze Medal,2024-08-01,WON_MEDAL
1926999,ROWWNOCOX4,Bronze Medal,2024-08-01,WON_MEDAL
1927001,ROWMNOCOX4,Silver Medal,2024-08-01,WON_MEDAL
1927003,ROWWNOCOX4,Bronze Medal,2024-08-01,WON_MEDAL
1927007,ROWWNOCOX4,Bronze Medal,2024-08-01,WON_MEDAL
1927019,ROWMNOCOX4,Silver Medal,2024-08-01,WON_MEDAL
1927020,ROWMNOCOX4,Silver Medal,2024-08-01,WON_MEDAL
1927024,ROWWSCULL2,Gold Medal,2024-08-01,WON_MEDAL
1927027,ROWWSCULL1,Silver Medal,2024-08-03,WON_MEDAL
1927028,ROWWSCULL2,Gold Medal,2024-08-01,WON_MEDAL
1927113,FENWTEAMSABR,Silver Medal,2024-08-03,WON_MEDAL
1927115,FENMTEAMSABR,Gold Medal,2024-07-31,WON_MEDAL
1927116,FENMTEAMSABR,Gold Medal,2024-07-31,WON_MEDAL
1927122,FENWTEAMSABR,Silver Medal,2024-08-03,WON_MEDAL
1927123,FENWTEAMSABR,Silver Medal,2024-08-03,WON_MEDAL
1927149,FENMSABRE,Gold Medal,2024-07-27,WON_MEDAL
1927149,FENMTEAMSABR,Gold Medal,2024-07-31,WON_MEDAL
1927151,FENMTEAMSABR,Gold Medal,2024-07-31,WON_MEDAL
1927158,FENWTEAMSABR,Silver Medal,2024-08-03,WON_MEDAL
1927382,CSPWC2-500M,Gold Medal,2024-08-09,WON_MEDAL
1927383,CSPWC2-500M,Gold Medal,2024-08-09,WON_MEDAL
1927392,CSPMC2-500M,Gold Medal,2024-08-08,WON_MEDAL
1927393,CSPMC2-500M,Gold Medal,2024-08-08,WON_MEDAL
1927515,GRYW5AA,Gold Medal,2024-08-10,WON_MEDAL
1927516,GRYW5AA,Gold Medal,2024-08-10,WON_MEDAL
1927517,GRYW5AA,Gold Medal,2024-08-10,WON_MEDAL
1927518,GRYW5AA,Gold Medal,2024-08-10,WON_MEDAL
1927519,GRYW5AA,Gold Medal,2024-08-10,WON_MEDAL
1927680,SALMIQFOIL,Gold Medal,2024-08-03,WON_MEDAL
1927704,TENXDOUBLES,Silver Medal,2024-08-02,WON_MEDAL
1927709,TENWSINGLES,Gold Medal,2024-08-03,WON_MEDAL
1927719,TENXDOUBLES,Silver Medal,2024-08-02,WON_MEDAL
1927733,SALWIQFOIL,Silver Medal,2024-08-03,WON_MEDAL
1928047,ATHW800M,Bronze Medal,2024-08-05,WON_MEDAL
1928064,JUDXTEAM6,Bronze Medal,2024-08-03,WON_MEDAL
1928066,JUDXTEAM6,Bronze Medal,2024-08-03,WON_MEDAL
1928067,JUDW57KG,Silver Medal,2024-07-29,WON_MEDAL
1928067,JUDXTEAM6,Bronze Medal,2024-08-03,WON_MEDAL
1928070,JUDWO78KG,Bronze Medal,2024-08-02,WON_MEDAL
1928070,JUDXTEAM6,Bronze Medal,2024-08-03,WON_MEDAL
1928071,JUDXTEAM6,Bronze Medal,2024-08-03,WON_MEDAL
1928072,JUDMO100KG,Silver Medal,2024-08-02,WON_MEDAL
1928072,JUDXTEAM6,Bronze Medal,2024-08-03,WON_MEDAL
1928074,JUDXTEAM6,Bronze Medal,2024-08-03,WON_MEDAL
1928079,JUDM81KG,Bronze Medal,2024-07-30,WON_MEDAL
1928079,JUDXTEAM6,Bronze Medal,2024-08-03,WON_MEDAL
1928082,JUDXTEAM6,Bronze Medal,2024-08-03,WON_MEDAL
1928520,ROWMSCULL4,Bronze Medal,2024-07-31,WON_MEDAL
1928529,ROWMSCULL4,Bronze Medal,2024-07-31,WON_MEDAL
1928530,ROWMSCULL4,Bronze Medal,2024-07-31,WON_MEDAL
1928551,ROWMSCULL4,Bronze Medal,2024-07-31,WON_MEDAL
1929685,TKWM80KG,Bronze Medal,2024-08-09,WON_MEDAL
1929767,ATHM20KMWALK,Gold Medal,2024-08-01,WON_MEDAL
1929767,ATHX42KWALKT,Silver Medal,2024-08-07,WON_MEDAL
1930407,ATHX42KWALKT,Silver Medal,2024-08-07,WON_MEDAL
1930466,SHOXARMT,Bronze Medal,2024-07-27,WON_MEDAL
1930467,SHOXARMT,Bronze Medal,2024-07-27,WON_MEDAL
1930739,TRIXTEAM4,Silver Medal,2024-08-05,WON_MEDAL
1930747,TRIXTEAM4,Silver Medal,2024-08-05,WON_MEDAL
1930750,TRIXTEAM4,Silver Medal,2024-08-05,WON_MEDAL
1930752,TRIXTEAM4,Silver Medal,2024-08-05,WON_MEDAL
1930773,TKWW67KG,Bronze Medal,2024-08-09,WON_MEDAL
1930782,TENMDOUBLES,Bronze Medal,2024-08-03,WON_MEDAL
1930790,TENMDOUBLES,Silver Medal,2024-08-03,WON_MEDAL
1930801,TENMDOUBLES,Bronze Medal,2024-08-03,WON_MEDAL
1930804,TENMDOUBLES,Silver Medal,2024-08-03,WON_MEDAL
1931098,TTEWTEAM,Silver Medal,2024-08-10,WON_MEDAL
1931100,TTEWSINGLES,Bronze Medal,2024-08-03,WON_MEDAL
1931100,TTEWTEAM,Silver Medal,2024-08-10,WON_MEDAL
1931101,TTEWTEAM,Silver Medal,2024-08-10,WON_MEDAL
1931331,BOXW50KG,Bronze Medal,2024-08-06,WON_MEDAL
1931496,WREMFS57KG,Bronze Medal,2024-08-09,WON_MEDAL
1931577,GARM1APPH,Silver Medal,2024-08-03,WON_MEDAL
1931815,TENWSINGLES,Bronze Medal,2024-08-02,WON_MEDAL
1932649,MPNMINDIVID,Gold Medal,2024-08-10,WON_MEDAL
1932824,BOXM80KG,Silver Medal,2024-08-07,WON_MEDAL
1932851,ATHWMARATHON,Bronze Medal,2024-08-11,WON_MEDAL
1933816,CTRMMADISON,Gold Medal,2024-08-10,WON_MEDAL
1933816,CTRMOMNIUM,Silver Medal,2024-08-08,WON_MEDAL
1933821,CTRMMADISON,Gold Medal,2024-08-10,WON_MEDAL
1934579,VBVMTEAM2,Gold Medal,2024-08-10,WON_MEDAL
1934586,VBVMTEAM2,Gold Medal,2024-08-10,WON_MEDAL
1934775,BOXMO92KG,Silver Medal,2024-08-10,WON_MEDAL
1934790,BOXM92KG,Bronze Medal,2024-08-04,WON_MEDAL
1935199,WREMGR130KG,Silver Medal,2024-08-06,WON_MEDAL
1935408,JUDM60KG,Gold Medal,2024-07-27,WON_MEDAL
1935410,JUDM66KG,Bronze Medal,2024-07-28,WON_MEDAL
1935685,GARM1APHB,Silver Medal,2024-08-05,WON_MEDAL
1935860,SWMW4X100MFR,Silver Medal,2024-07-27,WON_MEDAL
1935860,SWMX4X100MMD,Gold Medal,2024-08-03,WON_MEDAL
1935869,SWMM4X100MFR,Gold Medal,2024-07-27,WON_MEDAL
1935869,SWMM4X100MMD,Silver Medal,2024-08-04,WON_MEDAL
1935871,SWMM4X100MFR,Gold Medal,2024-07-27,WON_MEDAL
1935871,SWMM4X100MMD,Silver Medal,2024-08-04,WON_MEDAL
1935873,SWMW100MBA,Bronze Medal,2024-07-30,WON_MEDAL
1935873,SWMW4X100MMD,Gold Medal,2024-08-04,WON_MEDAL
1935879,SWMW4X100MFR,Silver Medal,2024-07-27,WON_MEDAL
1935887,SWMM4X200MFR,Silver Medal,2024-07-30,WON_MEDAL
1935895,SWMW200MBR,Gold Medal,2024-08-01,WON_MEDAL
1935895,SWMW200MIM,Silver Medal,2024-08-03,WON_MEDAL
1935895,SWMW4X100MFR,Silver Medal,2024-07-27,WON_MEDAL
1935895,SWMW4X100MMD,Gold Medal,2024-08-04,WON_MEDAL
1935896,SWMM4X100MFR,Gold Medal,2024-07-27,WON_MEDAL
1935896,SWMM4X100MMD,Silver Medal,2024-08-04,WON_MEDAL
1935896,SWMX4X100MMD,Gold Medal,2024-08-03,WON_MEDAL
1935901,SWMM100MBR,Silver Medal,2024-07-28,WON_MEDAL
1935901,SWMM4X100MMD,Silver Medal,2024-08-04,WON_MEDAL
1935901,SWMX4X100MMD,Gold Medal,2024-08-03,WON_MEDAL
1935902,SWMM1500MFR,Gold Medal,2024-08-04,WON_MEDAL
1935902,SWMM800MFR,Silver Medal,2024-07-30,WON_MEDAL
1935903,SWMM400MIM,Bronze Medal,2024-07-28,WON_MEDAL
1935903,SWMM4X200MFR,Silver Medal,2024-07-30,WON_MEDAL
1935907,SWMW4X200MFR,Silver Medal,2024-08-01,WON_MEDAL
1935909,SWMW400MIM,Silver Medal,2024-07-29,WON_MEDAL
1935911,SWMM4X100MFR,Gold Medal,2024-07-27,WON_MEDAL
1935911,SWMM4X200MFR,Silver Medal,2024-07-30,WON_MEDAL
1935915,SWMM4X100MMD,Silver Medal,2024-08-04,WON_MEDAL
1935916,SWMM4X100MFR,Gold Medal,2024-07-27,WON_MEDAL
1935918,SWMM200MFR,Bronze Medal,2024-07-29,WON_MEDAL
1935918,SWMM4X200MFR,Silver Medal,2024-07-30,WON_MEDAL
1935923,SWMW100MBF,Gold Medal,2024-07-28,WON_MEDAL
1935923,SWMW100MFR,Silver Medal,2024-07-31,WON_MEDAL
1935923,SWMW4X100MFR,Silver Medal,2024-07-27,WON_MEDAL
1935923,SWMW4X100MMD,Gold Medal,2024-08-04,WON_MEDAL
1935923,SWMX4X100MMD,Gold Medal,2024-08-03,WON_MEDAL
1935931,SWMM4X200MFR,Silver Medal,2024-07-30,WON_MEDAL
1935932,SWMW4X100MMD,Gold Medal,2024-08-04,WON_MEDAL
1935933,SWMM4X100MFR,Gold Medal,2024-07-27,WON_MEDAL
1935938,SWMW1500MFR,Gold Medal,2024-07-31,WON_MEDAL
1935938,SWMW400MFR,Bronze Medal,2024-07-27,WON_MEDAL
1935938,SWMW4X200MFR,Silver Medal,2024-08-01,WON_MEDAL
1935938,SWMW800MFR,Gold Medal,2024-08-03,WON_MEDAL
1935943,SWMW4X200MFR,Silver Medal,2024-08-01,WON_MEDAL
1935943,SWMW800MFR,Bronze Medal,2024-08-03,WON_MEDAL
1935945,SWMW4X100MFR,Silver Medal,2024-07-27,WON_MEDAL
1935945,SWMW4X200MFR,Silver Medal,2024-08-01,WON_MEDAL
1935957,SWMM100MBA,Bronze Medal,2024-07-29,WON_MEDAL
1935957,SWMM4X100MMD,Silver Medal,2024-08-04,WON_MEDAL
1935957,SWMX4X100MMD,Gold Medal,2024-08-03,WON_MEDAL
1935967,SWMW4X200MFR,Silver Medal,2024-08-01,WON_MEDAL
1935968,SWMM4X200MFR,Silver Medal,2024-07-30,WON_MEDAL
1935979,SWMW4X100MMD,Gold Medal,2024-08-04,WON_MEDAL
1935979,SWMW4X200MFR,Silver Medal,2024-08-01,WON_MEDAL
1935982,SWMM4X200MFR,Silver Medal,2024-07-30,WON_MEDAL
1935984,SWMW100MBA,Silver Medal,2024-07-30,WON_MEDAL
1935984,SWMW200MBA,Silver Medal,2024-08-02,WON_MEDAL
1935984,SWMW200MBF,Silver Medal,2024-08-01,WON_MEDAL
1935984,SWMW4X100MMD,Gold Medal,2024-08-04,WON_MEDAL
1935984,SWMX4X100MMD,Gold Medal,2024-08-03,WON_MEDAL
1935992,SWMM4X100MMD,Silver Medal,2024-08-04,WON_MEDAL
1935992,SWMX4X100MMD,Gold Medal,2024-08-03,WON_MEDAL
1935998,SWMW100MBF,Silver Medal,2024-07-28,WON_MEDAL
1935998,SWMW4X100MFR,Silver Medal,2024-07-27,WON_MEDAL
1935998,SWMW4X100MMD,Gold Medal,2024-08-04,WON_MEDAL
1935998,SWMX4X100MMD,Gold Medal,2024-08-03,WON_MEDAL
1935999,SWMW4X100MMD,Gold Medal,2024-08-04,WON_MEDAL
1936000,SWMW4X200MFR,Silver Medal,2024-08-01,WON_MEDAL
1936001,SWMW400MIM,Bronze Medal,2024-07-29,WON_MEDAL
1936419,TTEWTEAM,Bronze Medal,2024-08-10,WON_MEDAL
1936425,TTEWTEAM,Bronze Medal,2024-08-10,WON_MEDAL
1936429,TTEXDOUBLES,Bronze Medal,2024-07-30,WON_MEDAL
1936435,TTEWTEAM,Bronze Medal,2024-08-10,WON_MEDAL
1936435,TTEXDOUBLES,Bronze Medal,2024-07-30,WON_MEDAL
1936462,FENMEPEE,Bronze Medal,2024-07-28,WON_MEDAL
1936619,MPNWINDIVID,Gold Medal,2024-08-11,WON_MEDAL
1936983,ATHM200M,Gold Medal,2024-08-08,WON_MEDAL
1936983,ATHM4X400M,Silver Medal,2024-08-10,WON_MEDAL
1937347,GTRM1TRA,Gold Medal,2024-08-02,WON_MEDAL
1937531,ATHM400M,Bronze Medal,2024-08-07,WON_MEDAL
1937783,FENMSABRE,Silver Medal,2024-07-27,WON_MEDAL
1937878,SHOWSKW,Gold Medal,2024-08-04,WON_MEDAL
1938437,GTRW1TRA,Silver Medal,2024-08-02,WON_MEDAL
1938792,ATHMTRPLJUMP,Silver Medal,2024-08-09,WON_MEDAL
1938899,ATHMLONGJUMP,Silver Medal,2024-08-06,WON_MEDAL
1939553,GLFWSTROKE,Gold Medal,2024-08-10,WON_MEDAL
1939692,WREMGR77KG,Gold Medal,2024-08-07,WON_MEDAL
1939700,WREMFS65KG,Gold Medal,2024-08-11,WON_MEDAL
1939701,WREWFS76KG,Gold Medal,2024-08-11,WON_MEDAL
1939702,WREWFS62KG,Gold Medal,2024-08-10,WON_MEDAL
1939708,WREMFS74KG,Silver Medal,2024-08-10,WON_MEDAL
1939709,WREWFS68KG,Bronze Medal,2024-08-06,WON_MEDAL
1939710,WREWFS57KG,Gold Medal,2024-08-09,WON_MEDAL
1939711,WREWFS53KG,Gold Medal,2024-08-08,WON_MEDAL
1939712,WREWFS50KG,Bronze Medal,2024-08-07,WON_MEDAL
1939713,WREMGR60KG,Gold Medal,2024-08-06,WON_MEDAL
1939714,WREMFS57KG,Gold Medal,2024-08-09,WON_MEDAL
1939763,ATHWHIGHJUMP,Bronze Medal,2024-08-04,WON_MEDAL
1939791,ATHW20KMWALK,Bronze Medal,2024-08-01,WON_MEDAL
1939791,ATHX42KWALKT,Bronze Medal,2024-08-07,WON_MEDAL
1939795,ATHW1500M,Silver Medal,2024-08-10,WON_MEDAL
1939824,ATHMDISCUS,Bronze Medal,2024-08-07,WON_MEDAL
1939838,ATHWHIGHJUMP,Silver Medal,2024-08-04,WON_MEDAL
1939839,ATHWPLEVAULT,Gold Medal,2024-08-07,WON_MEDAL
1939848,ATHX42KWALKT,Bronze Medal,2024-08-07,WON_MEDAL
1939943,BKBWTEAM5,Bronze Medal,2024-08-11,WON_MEDAL
1939946,BKBWTEAM5,Bronze Medal,2024-08-11,WON_MEDAL
1939948,BKBWTEAM5,Bronze Medal,2024-08-11,WON_MEDAL
1939952,BKBWTEAM5,Bronze Medal,2024-08-11,WON_MEDAL
1939954,BKBWTEAM5,Bronze Medal,2024-08-11,WON_MEDAL
1939955,BKBWTEAM5,Bronze Medal,2024-08-11,WON_MEDAL
1939956,BKBWTEAM5,Bronze Medal,2024-08-11,WON_MEDAL
1939959,BKBWTEAM5,Bronze Medal,2024-08-11,WON_MEDAL
1939964,BKBWTEAM5,Bronze Medal,2024-08-11,WON_MEDAL
1939967,BKBWTEAM5,Bronze Medal,2024-08-11,WON_MEDAL
1939970,BKBWTEAM5,Bronze Medal,2024-08-11,WON_MEDAL
1939971,BKBWTEAM5,Bronze Medal,2024-08-11,WON_MEDAL
1940097,JUDXTEAM6,Bronze Medal,2024-08-03,WON_MEDAL
1940098,JUDXTEAM6,Bronze Medal,2024-08-03,WON_MEDAL
1940118,BMFWINDVFRST,Bronze Medal,2024-07-31,WON_MEDAL
1940127,BMXWINDVRACE,Gold Medal,2024-08-02,WON_MEDAL
1940134,BOXW75KG,Bronze Medal,2024-08-08,WON_MEDAL
1940136,BOXM57KG,Bronze Medal,2024-08-08,WON_MEDAL
1940173,CRDWTT,Gold Medal,2024-07-27,WON_MEDAL
1940205,CSLWC1,Gold Medal,2024-07-31,WON_MEDAL
1940205,CSLWK1,Gold Medal,2024-07-28,WON_MEDAL
1940209,CSLWX1,Gold Medal,2024-08-05,WON_MEDAL
1940217,CSPMK4-500M,Silver Medal,2024-08-08,WON_MEDAL
1940218,CSPMK2-500M,Bronze Medal,2024-08-09,WON_MEDAL
1940220,CSPMK4-500M,Silver Medal,2024-08-08,WON_MEDAL
1940221,CSPMK4-500M,Silver Medal,2024-08-08,WON_MEDAL
1940222,CSPMK4-500M,Silver Medal,2024-08-08,WON_MEDAL
1940223,CSPMK2-500M,Bronze Medal,2024-08-09,WON_MEDAL
1940253,CTRMPURTEAM4,Gold Medal,2024-08-07,WON_MEDAL
1940256,CTRMPURTEAM4,Gold Medal,2024-08-07,WON_MEDAL
1940258,CTRMPURTEAM4,Gold Medal,2024-08-07,WON_MEDAL
1940260,CTRMSPRTEAM3,Bronze Medal,2024-08-06,WON_MEDAL
1940262,CTRMKEIRIN,Bronze Medal,2024-08-11,WON_MEDAL
1940262,CTRMSPRTEAM3,Bronze Medal,2024-08-06,WON_MEDAL
1940263,CTRMKEIRIN,Silver Medal,2024-08-11,WON_MEDAL
1940263,CTRMSPRINT,Silver Medal,2024-08-09,WON_MEDAL
1940263,CTRMSPRTEAM3,Bronze Medal,2024-08-06,WON_MEDAL
1940264,CTRMPURTEAM4,Gold Medal,2024-08-07,WON_MEDAL
1940265,CTRMPURTEAM4,Gold Medal,2024-08-07,WON_MEDAL
1940267,CTRMSPRTEAM3,Bronze Medal,2024-08-06,WON_MEDAL
1940300,WLFW71KG,Bronze Medal,2024-08-09,WON_MEDAL
1940308,WLFW81KG,Bronze Medal,2024-08-10,WON_MEDAL
1940329,CLBMSPEED,Gold Medal,2024-08-08,WON_MEDAL
1940414,DIVW3M,Silver Medal,2024-08-09,WON_MEDAL
1940438,EQUOEVENINDV,Silver Medal,2024-07-29,WON_MEDAL
1941435,SALX470,Silver Medal,2024-08-08,WON_MEDAL
1941438,SALX470,Silver Medal,2024-08-08,WON_MEDAL
1941786,WLFM73KG,Gold Medal,2024-08-08,WON_MEDAL
1941956,ROWWSCULL1,Bronze Medal,2024-08-03,WON_MEDAL
1942033,FBLMTEAM11,Gold Medal,2024-08-09,WON_MEDAL
1942037,FBLMTEAM11,Gold Medal,2024-08-09,WON_MEDAL
1942039,FBLMTEAM11,Gold Medal,2024-08-09,WON_MEDAL
1942046,FBLMTEAM11,Gold Medal,2024-08-09,WON_MEDAL
1942056,FBLMTEAM11,Gold Medal,2024-08-09,WON_MEDAL
1942076,FBLMTEAM11,Gold Medal,2024-08-09,WON_MEDAL
1942077,FBLMTEAM11,Gold Medal,2024-08-09,WON_MEDAL
1942089,FBLMTEAM11,Gold Medal,2024-08-09,WON_MEDAL
1942099,FBLMTEAM11,Gold Medal,2024-08-09,WON_MEDAL
1942104,FBLMTEAM11,Gold Medal,2024-08-09,WON_MEDAL
1942126,CSLWK1,Silver Medal,2024-07-28,WON_MEDAL
1942221,FBLMTEAM11,Gold Medal,2024-08-09,WON_MEDAL
1942222,FBLMTEAM11,Gold Medal,2024-08-09,WON_MEDAL
1942241,FBLMTEAM11,Gold Medal,2024-08-09,WON_MEDAL
1942248,FBLMTEAM11,Gold Medal,2024-08-09,WON_MEDAL
1942256,FBLMTEAM11,Gold Medal,2024-08-09,WON_MEDAL
1942257,FBLMTEAM11,Gold Medal,2024-08-09,WON_MEDAL
1942259,FBLMTEAM11,Gold Medal,2024-08-09,WON_MEDAL
1942269,FBLMTEAM11,Gold Medal,2024-08-09,WON_MEDAL
1942280,FBLMTEAM11,Gold Medal,2024-08-09,WON_MEDAL
1942289,FBLMTEAM11,Gold Medal,2024-08-09,WON_MEDAL
1942296,FBLMTEAM11,Gold Medal,2024-08-09,WON_MEDAL
1942301,FBLMTEAM11,Gold Medal,2024-08-09,WON_MEDAL
1942753,ATHMMARATHON,Silver Medal,2024-08-10,WON_MEDAL
1943038,SWAOTEAM8,Silver Medal,2024-08-07,WON_MEDAL
1943040,SWAOTEAM8,Silver Medal,2024-08-07,WON_MEDAL
1943042,SWAOTEAM8,Silver Medal,2024-08-07,WON_MEDAL
1943043,SWAOTEAM8,Silver Medal,2024-08-07,WON_MEDAL
1943044,SWAOTEAM8,Silver Medal,2024-08-07,WON_MEDAL
1943045,SWAOTEAM8,Silver Medal,2024-08-07,WON_MEDAL
1943046,SWAOTEAM8,Silver Medal,2024-08-07,WON_MEDAL
1943048,SWAOTEAM8,Silver Medal,2024-08-07,WON_MEDAL
